Retailer,Retailer ID,Date,Month,Region,State,Beverage Brand,Price per Unit,Units Sold
Sodapop,1185732,2022-10-12,1900-01-10,Northeast,New York,Powerade,0.65,8750
Sodapop,1185732,2022-10-12,1900-01-10,Northeast,New York,Dasani Water,0.7,10000
Sodapop,1185732,2022-11-11,1900-01-11,Northeast,New York,Coca-Cola,0.65,11500
Sodapop,1185732,2022-11-11,1900-01-11,Northeast,New York,Diet Coke,0.55,9750
Sodapop,1185732,2022-11-11,1900-01-11,Northeast,New York,Sprite,0.55,9200
Sodapop,1185732,2022-11-11,1900-01-11,Northeast,New York,Fanta,0.55,9000
Sodapop,1185732,2022-11-11,1900-01-11,Northeast,New York,Powerade,0.65,8750
Sodapop,1185732,2022-11-11,1900-01-11,Northeast,New York,Dasani Water,0.7,9750
Sodapop,1185732,2022-12-10,1900-01-12,Northeast,New York,Coca-Cola,0.65,12000
Sodapop,1185732,2022-12-10,1900-01-12,Northeast,New York,Diet Coke,0.55,10000
Sodapop,1185732,2022-12-10,1900-01-12,Northeast,New York,Sprite,0.55,9500
Sodapop,1185732,2022-12-10,1900-01-12,Northeast,New York,Fanta,0.55,9000
Sodapop,1185732,2022-12-10,1900-01-12,Northeast,New York,Powerade,0.65,9000
Sodapop,1185732,2022-12-10,1900-01-12,Northeast,New York,Dasani Water,0.7,10000
BevCo,1197831,2022-01-02,1900-01-01,South,Texas,Coca-Cola,0.25,9000
BevCo,1197831,2022-01-02,1900-01-01,South,Texas,Diet Coke,0.35,9000
BevCo,1197831,2022-01-02,1900-01-01,South,Texas,Sprite,0.35,7000
BevCo,1197831,2022-01-02,1900-01-01,South,Texas,Fanta,0.35,7000
BevCo,1197831,2022-01-02,1900-01-01,South,Texas,Powerade,0.4,5500
BevCo,1197831,2022-01-02,1900-01-01,South,Texas,Dasani Water,0.35,7000
BevCo,1197831,2022-02-01,1900-01-02,South,Texas,Coca-Cola,0.25,8500
BevCo,1197831,2022-02-01,1900-01-02,South,Texas,Diet Coke,0.35,8500
BevCo,1197831,2022-02-01,1900-01-02,South,Texas,Sprite,0.35,6750
BevCo,1197831,2022-02-01,1900-01-02,South,Texas,Fanta,0.35,6250
BevCo,1197831,2022-02-01,1900-01-02,South,Texas,Powerade,0.4,5000
BevCo,1197831,2022-02-01,1900-01-02,South,Texas,Dasani Water,0.35,7000
BevCo,1197831,2022-03-03,1900-01-03,South,Texas,Coca-Cola,0.3,8750
BevCo,1197831,2022-03-03,1900-01-03,South,Texas,Diet Coke,0.4,8750
BevCo,1197831,2022-03-03,1900-01-03,South,Texas,Sprite,0.35,7000
BevCo,1197831,2022-03-03,1900-01-03,South,Texas,Fanta,0.4,6000
BevCo,1197831,2022-03-03,1900-01-03,South,Texas,Powerade,0.45,5000
BevCo,1197831,2022-03-03,1900-01-03,South,Texas,Dasani Water,0.4,6500
BevCo,1197831,2022-04-02,1900-01-04,South,Texas,Coca-Cola,0.3,9000
BevCo,1197831,2022-04-02,1900-01-04,South,Texas,Diet Coke,0.4,9000
BevCo,1197831,2022-04-02,1900-01-04,South,Texas,Sprite,0.35,7250
BevCo,1197831,2022-04-02,1900-01-04,South,Texas,Fanta,0.4,6250
BevCo,1197831,2022-04-02,1900-01-04,South,Texas,Powerade,0.45,5250
BevCo,1197831,2022-04-02,1900-01-04,South,Texas,Dasani Water,0.4,8000
BevCo,1197831,2022-05-02,1900-01-05,South,Texas,Coca-Cola,0.3,9250
BevCo,1197831,2022-05-02,1900-01-05,South,Texas,Diet Coke,0.4,9250
BevCo,1197831,2022-05-02,1900-01-05,South,Texas,Sprite,0.35,7750
BevCo,1197831,2022-05-02,1900-01-05,South,Texas,Fanta,0.4,7000
BevCo,1197831,2022-05-02,1900-01-05,South,Texas,Powerade,0.45,6000
BevCo,1197831,2022-05-02,1900-01-05,South,Texas,Dasani Water,0.4,9500
BevCo,1197831,2022-06-01,1900-01-06,South,Texas,Coca-Cola,0.4,9500
BevCo,1197831,2022-06-01,1900-01-06,South,Texas,Diet Coke,0.45,9500
BevCo,1197831,2022-06-01,1900-01-06,South,Texas,Sprite,0.4,8000
BevCo,1197831,2022-06-01,1900-01-06,South,Texas,Fanta,0.4,7500
BevCo,1197831,2022-06-01,1900-01-06,South,Texas,Powerade,0.45,6500
BevCo,1197831,2022-06-01,1900-01-06,South,Texas,Dasani Water,0.5,10000
BevCo,1197831,2022-07-03,1900-01-07,South,Texas,Coca-Cola,0.4,9500
BevCo,1197831,2022-07-03,1900-01-07,South,Texas,Diet Coke,0.45,9500
BevCo,1197831,2022-07-03,1900-01-07,South,Texas,Sprite,0.4,11000
BevCo,1197831,2022-07-03,1900-01-07,South,Texas,Fanta,0.4,7000
BevCo,1197831,2022-07-03,1900-01-07,South,Texas,Powerade,0.45,7000
BevCo,1197831,2022-07-03,1900-01-07,South,Texas,Dasani Water,0.5,9750
BevCo,1197831,2022-08-05,1900-01-08,South,Texas,Coca-Cola,0.4,9250
BevCo,1197831,2022-08-05,1900-01-08,South,Texas,Diet Coke,0.45,9250
BevCo,1197831,2022-08-05,1900-01-08,South,Texas,Sprite,0.4,11000
BevCo,1197831,2022-08-05,1900-01-08,South,Texas,Fanta,0.4,6500
BevCo,1197831,2022-08-05,1900-01-08,South,Texas,Powerade,0.45,6500
BevCo,1197831,2022-08-05,1900-01-08,South,Texas,Dasani Water,0.5,9000
BevCo,1197831,2022-09-02,1900-01-09,South,Texas,Coca-Cola,0.45,8500
BevCo,1197831,2022-09-02,1900-01-09,South,Texas,Diet Coke,0.45,8500
BevCo,1197831,2022-09-02,1900-01-09,South,Texas,Sprite,0.5,9000
BevCo,1197831,2022-09-02,1900-01-09,South,Texas,Fanta,0.5,6250
BevCo,1197831,2022-09-02,1900-01-09,South,Texas,Powerade,0.45,6250
BevCo,1197831,2022-09-02,1900-01-09,South,Texas,Dasani Water,0.55,8500
BevCo,1197831,2022-10-01,1900-01-10,South,Texas,Coca-Cola,0.45,8000
BevCo,1197831,2022-10-01,1900-01-10,South,Texas,Diet Coke,0.45,8000
BevCo,1197831,2022-10-01,1900-01-10,South,Texas,Sprite,0.5,7500
BevCo,1197831,2022-10-01,1900-01-10,South,Texas,Fanta,0.5,6000
BevCo,1197831,2022-10-01,1900-01-10,South,Texas,Powerade,0.45,5750
BevCo,1197831,2022-10-01,1900-01-10,South,Texas,Dasani Water,0.55,7500
BevCo,1197831,2022-11-02,1900-01-11,South,Texas,Coca-Cola,0.45,9000
BevCo,1197831,2022-11-02,1900-01-11,South,Texas,Diet Coke,0.45,9000
BevCo,1197831,2022-11-02,1900-01-11,South,Texas,Sprite,0.5,8250
BevCo,1197831,2022-11-02,1900-01-11,South,Texas,Fanta,0.5,6750
BevCo,1197831,2022-11-02,1900-01-11,South,Texas,Powerade,0.45,6500
BevCo,1197831,2022-11-02,1900-01-11,South,Texas,Dasani Water,0.55,8500
BevCo,1197831,2022-12-01,1900-01-12,South,Texas,Coca-Cola,0.45,9500
BevCo,1197831,2022-12-01,1900-01-12,South,Texas,Diet Coke,0.45,9500
BevCo,1197831,2022-12-01,1900-01-12,South,Texas,Sprite,0.5,8500
BevCo,1197831,2022-12-01,1900-01-12,South,Texas,Fanta,0.5,7000
BevCo,1197831,2022-12-01,1900-01-12,South,Texas,Powerade,0.45,6500
BevCo,1197831,2022-12-01,1900-01-12,South,Texas,Dasani Water,0.55,9000
FizzySip,1128299,2022-01-20,1900-01-01,West,California,Coca-Cola,0.39999999999999997,7750
FizzySip,1128299,2022-01-20,1900-01-01,West,California,Diet Coke,0.5,7750
FizzySip,1128299,2022-01-20,1900-01-01,West,California,Sprite,0.5,7750
FizzySip,1128299,2022-01-20,1900-01-01,West,California,Fanta,0.5,6250
FizzySip,1128299,2022-01-20,1900-01-01,West,California,Powerade,0.55,5750
FizzySip,1128299,2022-01-20,1900-01-01,West,California,Dasani Water,0.5,7750
FizzySip,1128299,2022-02-20,1900-01-02,West,California,Coca-Cola,0.39999999999999997,8250
FizzySip,1128299,2022-02-20,1900-01-02,West,California,Diet Coke,0.5,7250
FizzySip,1128299,2022-02-20,1900-01-02,West,California,Sprite,0.5,7250
FizzySip,1128299,2022-02-20,1900-01-02,West,California,Fanta,0.5,5750
FizzySip,1128299,2022-02-20,1900-01-02,West,California,Powerade,0.55,5000
FizzySip,1128299,2022-02-20,1900-01-02,West,California,Dasani Water,0.5,7000
FizzySip,1128299,2022-03-19,1900-01-03,West,California,Coca-Cola,0.5,8500
FizzySip,1128299,2022-03-19,1900-01-03,West,California,Diet Coke,0.6,7000
FizzySip,1128299,2022-03-19,1900-01-03,West,California,Sprite,0.6,7000
FizzySip,1128299,2022-03-19,1900-01-03,West,California,Fanta,0.6,6000
FizzySip,1128299,2022-03-19,1900-01-03,West,California,Powerade,0.65,5000
FizzySip,1128299,2022-03-19,1900-01-03,West,California,Dasani Water,0.6,7000
FizzySip,1128299,2022-04-20,1900-01-04,West,California,Coca-Cola,0.6,8750
FizzySip,1128299,2022-04-20,1900-01-04,West,California,Diet Coke,0.65,6750
FizzySip,1128299,2022-04-20,1900-01-04,West,California,Sprite,0.65,7250
FizzySip,1128299,2022-04-20,1900-01-04,West,California,Fanta,0.6,6250
FizzySip,1128299,2022-04-20,1900-01-04,West,California,Powerade,0.65,5250
FizzySip,1128299,2022-04-20,1900-01-04,West,California,Dasani Water,0.8,7000
FizzySip,1128299,2022-05-21,1900-01-05,West,California,Coca-Cola,0.6,9000
FizzySip,1128299,2022-05-21,1900-01-05,West,California,Diet Coke,0.65,7500
FizzySip,1128299,2022-05-21,1900-01-05,West,California,Sprite,0.65,7500
FizzySip,1128299,2022-05-21,1900-01-05,West,California,Fanta,0.6,6500
FizzySip,1128299,2022-05-21,1900-01-05,West,California,Powerade,0.65,5500
FizzySip,1128299,2022-05-21,1900-01-05,West,California,Dasani Water,0.8,7250
FizzySip,1128299,2022-06-20,1900-01-06,West,California,Coca-Cola,0.6,9750
FizzySip,1128299,2022-06-20,1900-01-06,West,California,Diet Coke,0.65,8250
FizzySip,1128299,2022-06-20,1900-01-06,West,California,Sprite,0.65,8250
FizzySip,1128299,2022-06-20,1900-01-06,West,California,Fanta,0.6,7000
FizzySip,1128299,2022-06-20,1900-01-06,West,California,Powerade,0.65,5750
FizzySip,1128299,2022-06-20,1900-01-06,West,California,Dasani Water,0.8,8750
FizzySip,1128299,2022-07-19,1900-01-07,West,California,Coca-Cola,0.6,10250
FizzySip,1128299,2022-07-19,1900-01-07,West,California,Diet Coke,0.65,8750
FizzySip,1128299,2022-07-19,1900-01-07,West,California,Sprite,0.65,8250
FizzySip,1128299,2022-07-19,1900-01-07,West,California,Fanta,0.6,7250
FizzySip,1128299,2022-07-19,1900-01-07,West,California,Powerade,0.65,7750
FizzySip,1128299,2022-07-19,1900-01-07,West,California,Dasani Water,0.8,7750
FizzySip,1128299,2022-08-20,1900-01-08,West,California,Coca-Cola,0.65,9750
FizzySip,1128299,2022-08-20,1900-01-08,West,California,Diet Coke,0.7000000000000001,9250
FizzySip,1128299,2022-08-20,1900-01-08,West,California,Sprite,0.65,8000
FizzySip,1128299,2022-08-20,1900-01-08,West,California,Fanta,0.65,7500
FizzySip,1128299,2022-08-20,1900-01-08,West,California,Powerade,0.75,7500
FizzySip,1128299,2022-08-20,1900-01-08,West,California,Dasani Water,0.8,7250
FizzySip,1128299,2022-09-21,1900-01-09,West,California,Coca-Cola,0.55,9250
FizzySip,1128299,2022-09-21,1900-01-09,West,California,Diet Coke,0.6000000000000001,9250
FizzySip,1128299,2022-09-21,1900-01-09,West,California,Sprite,0.55,7750
FizzySip,1128299,2022-09-21,1900-01-09,West,California,Fanta,0.55,7250
FizzySip,1128299,2022-09-21,1900-01-09,West,California,Powerade,0.65,7250
FizzySip,1128299,2022-09-21,1900-01-09,West,California,Dasani Water,0.7000000000000001,7750
FizzySip,1128299,2022-10-20,1900-01-10,West,California,Coca-Cola,0.55,8750
FizzySip,1128299,2022-10-20,1900-01-10,West,California,Diet Coke,0.6000000000000001,8750
FizzySip,1128299,2022-10-20,1900-01-10,West,California,Sprite,0.55,7000
FizzySip,1128299,2022-10-20,1900-01-10,West,California,Fanta,0.55,6750
FizzySip,1128299,2022-10-20,1900-01-10,West,California,Powerade,0.65,6500
FizzySip,1128299,2022-10-20,1900-01-10,West,California,Dasani Water,0.7000000000000001,7000
FizzySip,1128299,2022-11-20,1900-01-11,West,California,Coca-Cola,0.55,8750
FizzySip,1128299,2022-11-20,1900-01-11,West,California,Diet Coke,0.6000000000000001,8750
FizzySip,1128299,2022-11-20,1900-01-11,West,California,Sprite,0.55,7250
FizzySip,1128299,2022-11-20,1900-01-11,West,California,Fanta,0.55,7000
FizzySip,1128299,2022-11-20,1900-01-11,West,California,Powerade,0.65,6500
FizzySip,1128299,2022-11-20,1900-01-11,West,California,Dasani Water,0.7000000000000001,7750
FizzySip,1128299,2022-12-19,1900-01-12,West,California,Coca-Cola,0.55,9750
FizzySip,1128299,2022-12-19,1900-01-12,West,California,Diet Coke,0.6000000000000001,9750
FizzySip,1128299,2022-12-19,1900-01-12,West,California,Sprite,0.55,7750
FizzySip,1128299,2022-12-19,1900-01-12,West,California,Fanta,0.55,7750
FizzySip,1128299,2022-12-19,1900-01-12,West,California,Powerade,0.65,7000
FizzySip,1128299,2022-12-19,1900-01-12,West,California,Dasani Water,0.7000000000000001,8000
DreamCo,1189833,2022-01-15,1900-01-01,West,California,Coca-Cola,0.35,7000
DreamCo,1189833,2022-01-15,1900-01-01,West,California,Diet Coke,0.45,7000
DreamCo,1189833,2022-01-15,1900-01-01,West,California,Sprite,0.45,7000
DreamCo,1189833,2022-01-15,1900-01-01,West,California,Fanta,0.45,5500
DreamCo,1189833,2022-01-15,1900-01-01,West,California,Powerade,0.5,5000
DreamCo,1189833,2022-01-15,1900-01-01,West,California,Dasani Water,0.45,7000
DreamCo,1189833,2022-02-15,1900-01-02,West,California,Coca-Cola,0.35,7500
DreamCo,1189833,2022-02-15,1900-01-02,West,California,Diet Coke,0.45,6500
DreamCo,1189833,2022-02-15,1900-01-02,West,California,Sprite,0.45,6750
DreamCo,1189833,2022-02-15,1900-01-02,West,California,Fanta,0.45,5250
DreamCo,1189833,2022-02-15,1900-01-02,West,California,Powerade,0.5,4500
DreamCo,1189833,2022-02-15,1900-01-02,West,California,Dasani Water,0.45,6500
DreamCo,1189833,2022-03-14,1900-01-03,West,California,Coca-Cola,0.35,8000
DreamCo,1189833,2022-03-14,1900-01-03,West,California,Diet Coke,0.45,6500
DreamCo,1189833,2022-03-14,1900-01-03,West,California,Sprite,0.45,6500
DreamCo,1189833,2022-03-14,1900-01-03,West,California,Fanta,0.45,5500
DreamCo,1189833,2022-03-14,1900-01-03,West,California,Powerade,0.5,4250
DreamCo,1189833,2022-03-14,1900-01-03,West,California,Dasani Water,0.45,6250
DreamCo,1189833,2022-04-15,1900-01-04,West,California,Coca-Cola,0.45,8000
DreamCo,1189833,2022-04-15,1900-01-04,West,California,Diet Coke,0.5,6000
DreamCo,1189833,2022-04-15,1900-01-04,West,California,Sprite,0.5,6250
DreamCo,1189833,2022-04-15,1900-01-04,West,California,Fanta,0.45,5250
DreamCo,1189833,2022-04-15,1900-01-04,West,California,Powerade,0.5,4250
DreamCo,1189833,2022-04-15,1900-01-04,West,California,Dasani Water,0.65,6000
DreamCo,1189833,2022-05-16,1900-01-05,West,California,Coca-Cola,0.45,8000
DreamCo,1189833,2022-05-16,1900-01-05,West,California,Diet Coke,0.5,6500
DreamCo,1189833,2022-05-16,1900-01-05,West,California,Sprite,0.5,6500
DreamCo,1189833,2022-05-16,1900-01-05,West,California,Fanta,0.45,5500
DreamCo,1189833,2022-05-16,1900-01-05,West,California,Powerade,0.5,4500
DreamCo,1189833,2022-05-16,1900-01-05,West,California,Dasani Water,0.65,6250
DreamCo,1189833,2022-06-15,1900-01-06,West,California,Coca-Cola,0.45,9000
DreamCo,1189833,2022-06-15,1900-01-06,West,California,Diet Coke,0.5,7500
DreamCo,1189833,2022-06-15,1900-01-06,West,California,Sprite,0.5,7500
DreamCo,1189833,2022-06-15,1900-01-06,West,California,Fanta,0.45,6250
DreamCo,1189833,2022-06-15,1900-01-06,West,California,Powerade,0.5,5000
DreamCo,1189833,2022-06-15,1900-01-06,West,California,Dasani Water,0.65,8000
DreamCo,1189833,2022-07-14,1900-01-07,West,California,Coca-Cola,0.45,9500
DreamCo,1189833,2022-07-14,1900-01-07,West,California,Diet Coke,0.5,8000
DreamCo,1189833,2022-07-14,1900-01-07,West,California,Sprite,0.5,7500
DreamCo,1189833,2022-07-14,1900-01-07,West,California,Fanta,0.45,6500
DreamCo,1189833,2022-07-14,1900-01-07,West,California,Powerade,0.5,7000
DreamCo,1189833,2022-07-14,1900-01-07,West,California,Dasani Water,0.65,7000
DreamCo,1189833,2022-08-15,1900-01-08,West,California,Coca-Cola,0.5,9000
DreamCo,1189833,2022-08-15,1900-01-08,West,California,Diet Coke,0.55,8500
DreamCo,1189833,2022-08-15,1900-01-08,West,California,Sprite,0.5,7250
DreamCo,1189833,2022-08-15,1900-01-08,West,California,Fanta,0.5,6750
DreamCo,1189833,2022-08-15,1900-01-08,West,California,Powerade,0.6,6750
DreamCo,1189833,2022-08-15,1900-01-08,West,California,Dasani Water,0.65,6500
DreamCo,1189833,2022-09-16,1900-01-09,West,California,Coca-Cola,0.5,8500
DreamCo,1189833,2022-09-16,1900-01-09,West,California,Diet Coke,0.55,8500
DreamCo,1189833,2022-09-16,1900-01-09,West,California,Sprite,0.5,7000
DreamCo,1189833,2022-09-16,1900-01-09,West,California,Fanta,0.5,6500
DreamCo,1189833,2022-09-16,1900-01-09,West,California,Powerade,0.6,6500
DreamCo,1189833,2022-09-16,1900-01-09,West,California,Dasani Water,0.65,7000
DreamCo,1189833,2022-10-15,1900-01-10,West,California,Coca-Cola,0.5,8000
DreamCo,1189833,2022-10-15,1900-01-10,West,California,Diet Coke,0.55,8000
DreamCo,1189833,2022-10-15,1900-01-10,West,California,Sprite,0.5,6500
DreamCo,1189833,2022-10-15,1900-01-10,West,California,Fanta,0.5,6250
DreamCo,1189833,2022-10-15,1900-01-10,West,California,Powerade,0.6,6000
DreamCo,1189833,2022-10-15,1900-01-10,West,California,Dasani Water,0.65,6500
DreamCo,1189833,2022-11-15,1900-01-11,West,California,Coca-Cola,0.5,8250
DreamCo,1189833,2022-11-15,1900-01-11,West,California,Diet Coke,0.55,8250
DreamCo,1189833,2022-11-15,1900-01-11,West,California,Sprite,0.5,6750
DreamCo,1189833,2022-11-15,1900-01-11,West,California,Fanta,0.5,6500
DreamCo,1189833,2022-11-15,1900-01-11,West,California,Powerade,0.6,6000
DreamCo,1189833,2022-11-15,1900-01-11,West,California,Dasani Water,0.65,7000
DreamCo,1189833,2022-12-14,1900-01-12,West,California,Coca-Cola,0.5,9000
DreamCo,1189833,2022-12-14,1900-01-12,West,California,Diet Coke,0.55,9000
DreamCo,1189833,2022-12-14,1900-01-12,West,California,Sprite,0.5,7000
DreamCo,1189833,2022-12-14,1900-01-12,West,California,Fanta,0.5,7000
DreamCo,1189833,2022-12-14,1900-01-12,West,California,Powerade,0.6,6250
DreamCo,1189833,2022-12-14,1900-01-12,West,California,Dasani Water,0.65,7250
Sodapop,1185732,2022-01-15,1900-01-01,Midwest,Illinois,Coca-Cola,0.45,4750
Sodapop,1185732,2022-01-15,1900-01-01,Midwest,Illinois,Diet Coke,0.45,2750
Sodapop,1185732,2022-01-15,1900-01-01,Midwest,Illinois,Sprite,0.35000000000000003,2750
Sodapop,1185732,2022-01-15,1900-01-01,Midwest,Illinois,Fanta,0.4,1250
Sodapop,1185732,2022-01-15,1900-01-01,Midwest,Illinois,Powerade,0.5499999999999999,1750
Sodapop,1185732,2022-01-15,1900-01-01,Midwest,Illinois,Dasani Water,0.45,2750
Sodapop,1185732,2022-02-15,1900-01-02,Midwest,Illinois,Coca-Cola,0.45,5250
Sodapop,1185732,2022-02-15,1900-01-02,Midwest,Illinois,Diet Coke,0.45,1750
Sodapop,1185732,2022-02-15,1900-01-02,Midwest,Illinois,Sprite,0.35000000000000003,2250
Sodapop,1185732,2022-02-15,1900-01-02,Midwest,Illinois,Fanta,0.4,1000
Sodapop,1185732,2022-02-15,1900-01-02,Midwest,Illinois,Powerade,0.5499999999999999,1750
Sodapop,1185732,2022-02-15,1900-01-02,Midwest,Illinois,Dasani Water,0.45,2750
Sodapop,1185732,2022-03-14,1900-01-03,Midwest,Illinois,Coca-Cola,0.5,4950
Sodapop,1185732,2022-03-14,1900-01-03,Midwest,Illinois,Diet Coke,0.5,2000
Sodapop,1185732,2022-03-14,1900-01-03,Midwest,Illinois,Sprite,0.4,2250
Sodapop,1185732,2022-03-14,1900-01-03,Midwest,Illinois,Fanta,0.45,750
Sodapop,1185732,2022-03-14,1900-01-03,Midwest,Illinois,Powerade,0.6,1250
Sodapop,1185732,2022-03-14,1900-01-03,Midwest,Illinois,Dasani Water,0.5,2250
Sodapop,1185732,2022-04-15,1900-01-04,Midwest,Illinois,Coca-Cola,0.5,4500
Sodapop,1185732,2022-04-15,1900-01-04,Midwest,Illinois,Diet Coke,0.5,1500
Sodapop,1185732,2022-04-15,1900-01-04,Midwest,Illinois,Sprite,0.4,1500
Sodapop,1185732,2022-04-15,1900-01-04,Midwest,Illinois,Fanta,0.45,750
Sodapop,1185732,2022-04-15,1900-01-04,Midwest,Illinois,Powerade,0.6,1000
Sodapop,1185732,2022-04-15,1900-01-04,Midwest,Illinois,Dasani Water,0.5,2250
Sodapop,1185732,2022-05-16,1900-01-05,Midwest,Illinois,Coca-Cola,0.6,4950
Sodapop,1185732,2022-05-16,1900-01-05,Midwest,Illinois,Diet Coke,0.55,2000
Sodapop,1185732,2022-05-16,1900-01-05,Midwest,Illinois,Sprite,0.5,1750
Sodapop,1185732,2022-05-16,1900-01-05,Midwest,Illinois,Fanta,0.5,1000
Sodapop,1185732,2022-05-16,1900-01-05,Midwest,Illinois,Powerade,0.6,1250
Sodapop,1185732,2022-05-16,1900-01-05,Midwest,Illinois,Dasani Water,0.65,2500
Sodapop,1185732,2022-06-15,1900-01-06,Midwest,Illinois,Coca-Cola,0.5,5000
Sodapop,1185732,2022-06-15,1900-01-06,Midwest,Illinois,Diet Coke,0.45000000000000007,2500
Sodapop,1185732,2022-06-15,1900-01-06,Midwest,Illinois,Sprite,0.4,2000
Sodapop,1185732,2022-06-15,1900-01-06,Midwest,Illinois,Fanta,0.4,1750
